number:
('0&中楼层', 12858)
('0&低楼层', 6916)
('0&地下室', 309)
('0&底层(', 3516)
('0&未知(', 332)
('0&顶层(', 3420)
('0&高楼层', 6927)
('东&中楼层', 46739)
('东&低楼层', 28001)
('东&地下室', 1349)
('东&底层(', 7365)
('东&未知(', 386)
('东&顶层(', 10180)
('东&高楼层', 29175)
('北&中楼层', 7503)
('北&低楼层', 4815)
('北&地下室', 622)
('北&底层(', 820)
('北&未知(', 46)
('北&顶层(', 988)
('北&高楼层', 4869)
('南&中楼层', 140331)
('南&低楼层', 67498)
('南&地下室', 3314)
('南&底层(', 39111)
('南&未知(', 981)
('南&顶层(', 52444)
('南&高楼层', 75031)
('西&中楼层', 24609)
('西&低楼层', 16106)
('西&地下室', 208)
('西&底层(', 2695)
('西&未知(', 182)
('西&顶层(', 3503)
('西&高楼层', 16783)
Average area price:
('0&中楼层', 6351.648079016954)
('0&低楼层', 6496.923076923077)
('0&地下室', 2804.8964401294497)
('0&底层(', 5532.158418657566)
('0&未知(', 3829.9427710843374)
('0&顶层(', 5521.6312865497075)
('0&高楼层', 6217.4082575429475)
('东&中楼层', 38227.7391043882)
('东&低楼层', 37411.72215278026)
('东&地下室', 15631.020014825797)
('东&底层(', 37719.626612355736)
('东&未知(', 14986.380829015545)
('东&顶层(', 37175.18104125737)
('东&高楼层', 37916.94443873179)
('北&中楼层', 37852.23630547781)
('北&低楼层', 37536.77424714434)
('北&地下室', 12310.78617363344)
('北&底层(', 39506.37073170732)
('北&未知(', 15746.58695652174)
('北&顶层(', 37004.84109311741)
('北&高楼层', 37640.32183199836)
('南&中楼层', 35831.905537621766)
('南&低楼层', 35203.07423923672)
('南&地下室', 20514.336149668074)
('南&底层(', 34853.142568586845)
('南&未知(', 13576.713557594292)
('南&顶层(', 33504.38774693006)
('南&高楼层', 34680.30091562154)
('西&中楼层', 38934.958876833676)
('西&低楼层', 37879.671675152116)
('西&地下室', 18256.4375)
('西&底层(', 37636.852690166976)
('西&未知(', 14065.005494505494)
('西&顶层(', 38414.916071938336)
('西&高楼层', 38805.569326103796)
Average transaction price:
('0&中楼层', 356.6363353554207)
('0&低楼层', 361.7407460960093)
('0&地下室', 166.2588996763754)
('0&底层(', 354.835039817975)
('0&未知(', 409.6385542168675)
